X;tag;Ammonia;Apple;Apricot;Berry;Blue.Cheese;Blueberry;Butter;Cheese;Chemical;Chestnut;Citrus;Coffee;Diesel;Earthy;Flowery;Grape;Grapefruit;Honey;Lavender;Lemon;Lime;Mango;Menthol;Mint;Nutty;Orange;Peach;Pear;Pepper;Pine;Pineapple;Plum;Pungent;Rose;Sage;Skunk;Spicy.Herbal;Strawberry;Sweet;Tar;Tea;Tobacco;Tree;Fruit;Tropical;Vanilla;Violet;Woody;categoria.x;Aroused;Creative;Energetic;Euphoric;Focused;Giggly;Happy;Hungry;Relaxed;Sleepy;Talkative;Tingly;Uplifted;Anxious;Dizzy;Dry.Eyes;Dry.Mouth;Headache;Paranoid;categoria.y;Delta9.THC;CBD;CBN;CBG;CBC;THCV;CBDa;Delta8.THC;CBGa;THCa;Delta9.THCa;D.Limonene;Beta.Ocimene;Beta.Myrcene;Beta.Pinene;Linalool;Alpha.Pinene;Caryophyllene;Camphene;Carene;Eucalyptol;Terpinolene;Geraniol;TransNerolidol;Guaiol;CaryophylleneOxide;Alpha.Bisabolol;Beta.Caryophyllene;p.Cymene;Alpha.Terpinene;Gamma.Terpinene;mistery.Terpinene;Humulene
119;plushberry;0.009803922;0;0.009803922;0.754901961;0;0.078431373;0.009803922;0.009803922;0;0;0.068627451;0.019607843;0.019607843;0.323529412;0.215686275;0.049019608;0.009803922;0.019607843;0.029411765;0;0;0;0;0.009803922;0.029411765;0;0;0;0.019607843;0.068627451;0;0.039215686;0.078431373;0;0.019607843;0.019607843;0.019607843;0.019607843;0.460784314;0;0.029411765;0;0.049019608;0.029411765;0.019607843;0;0.049019608;0.107843137;Indica;0.174698795;0.21686747;0.126506024;0.5;0.253012048;0.138554217;0.560240964;0.222891566;0.807228916;0.391566265;0.156626506;0.204819277;0.403614458;0.018072289;0.036144578;0.120481928;0.259036145;0.030120482;0.024096386;Indica;14.5;0.01;0.04;0.53;0.03;0.04;NA;NA;NA;NA;NA;0.03;NA;0.16;0.04;0.01;0.1;0.07;0.01;NA;NA;NA;NA;NA;0.01;NA;0.01;NA;NA;NA;NA;NA;0.02
120;power-plant;0.009345794;0;0;0.046728972;0;0.009345794;0;0.018691589;0;0.018691589;0.168224299;0.009345794;0.037383178;0.654205607;0.121495327;0.028037383;0.018691589;0;0;0.046728972;0.037383178;0;0.018691589;0;0.074766355;0.009345794;0;0;0.364485981;0.102803738;0.009345794;0;0.271028037;0;0;0.074766355;0.205607477;0.009345794;0.158878505;0;0.037383178;0.037383178;0.056074766;0.056074766;0.009345794;0;0;0.485981308;Sativa;0.132183908;0.402298851;0.494252874;0.591954023;0.367816092;0.275862069;0.672413793;0.201149425;0.41954023;0.143678161;0.373563218;0.195402299;0.528735632;0.051724138;0.068965517;0.247126437;0.385057471;0.103448276;0.057471264;Sativa;0.625;0.01;0.01;0.045;0.01;0.01;0.01;0.01;0.645;15.77;NA;0.05;0.045;0.74;0.06;0.065;0.11;NA;0.01;NA;NA;0.01;NA;NA;NA;NA;0.01;0.095;NA;NA;NA;NA;0.04
121;pre-98-bubba-kush;0.006410256;0;0;0.102564103;0.012820513;0.019230769;0;0.025641026;0.057692308;0.006410256;0.051282051;0.320512821;0.057692308;0.653846154;0.108974359;0.064102564;0;0.025641026;0.032051282;0.038461538;0;0.006410256;0;0.025641026;0.102564103;0.012820513;0;0;0.032051282;0.153846154;0;0.006410256;0.384615385;0.012820513;0.025641026;0.108974359;0.121794872;0;0.301282051;0.019230769;0.057692308;0.025641026;0;0;0.032051282;0.012820513;0.006410256;0.288461538;Indica;0.119298246;0.133333333;0.056140351;0.445614035;0.161403509;0.143859649;0.557894737;0.312280702;0.757894737;0.547368421;0.070175439;0.203508772;0.301754386;0.01754386;0.063157895;0.147368421;0.322807018;0.049122807;0.042105263;Indica;10;0.02;0.02;0.87;0.24;0.03;NA;NA;NA;NA;NA;0.14;NA;0.09;0.03;0.02;0.01;0.27;NA;NA;NA;NA;NA;NA;NA;NA;0.07;NA;NA;NA;NA;NA;0.08
122;professor-chaos;0;0.125;0;0.125;0;0.125;0;0;0.125;0;0.75;0;0.125;0.25;0;0.125;0.125;0.125;0;0.375;0.25;0.125;0;0;0;0.125;0.125;0;0;0.375;0.125;0;0.375;0;0;0.125;0;0.125;0;0;0;0;0;0;0;0.125;0;0.25;Hybrid;0.076923077;0.769230769;0.538461538;0.384615385;0.538461538;0.153846154;0.692307692;0.153846154;0.384615385;0.307692308;0.384615385;0.076923077;0.384615385;0;0.076923077;0.153846154;0;0.076923077;0;Hybrid;8;0.01;0.03;0.07;0.02;0.01;NA;NA;NA;NA;NA;0.03;0.16;0.68;0.07;0.03;0.18;0.06;NA;NA;NA;0.16;NA;NA;0.02;NA;0.03;NA;NA;NA;NA;NA;0.02
123;purple-diesel;0.002932551;0;0;0.079178886;0;0.017595308;0.002932551;0.005865103;0.023460411;0;0.005865103;0;0.909090909;0.090909091;0.029325513;0.120234604;0.005865103;0.014662757;0.014662757;0.017595308;0.002932551;0;0;0;0;0.002932551;0.005865103;0;0;0.026392962;0;0.002932551;0.082111437;0;0.008797654;0.020527859;0.005865103;0.005865103;0.167155425;0.005865103;0.008797654;0.002932551;0.008797654;0.008797654;0.008797654;0.002932551;0.002932551;0.011730205;Hybrid;0.094339623;0.39245283;0.39245283;0.532075472;0.362264151;0.260377358;0.664150943;0.283018868;0.433962264;0.158490566;0.286792453;0.19245283;0.528301887;0.033962264;0.109433962;0.256603774;0.316981132;0.071698113;0.067924528;Hybrid;0.86;0.01;0.01;0.09;0.07;0.01;0.21;0.01;0.78;21.22;NA;0.79;0.06;0.06;0.2;0.13;0.31;NA;0.04;NA;NA;0.02;NA;NA;NA;NA;0.05;0.79;NA;NA;NA;NA;0.21
124;purple-elephant;0.046511628;0;0;0.209302326;0;0.046511628;0;0;0.093023256;0;0.023255814;0;0;0.372093023;0.11627907;0.441860465;0;0.023255814;0.046511628;0;0;0;0;0;0;0;0;0;0.046511628;0.139534884;0;0.046511628;0.325581395;0.023255814;0;0.023255814;0.023255814;0;0.441860465;0;0;0;0;0;0.023255814;0;0.093023256;0.209302326;Indica;0.1;0.18;0.14;0.44;0.22;0.4;0.54;0.18;0.8;0.46;0.12;0.24;0.36;0;0;0.06;0.16;0.02;0.02;Indica;16.4;0.12;0.12;0.38;0.31;0.09;NA;NA;NA;NA;NA;0.21;0.02;0.61;0.15;0.02;0.3;0.07;0.01;NA;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;NA;NA;0.03
125;purple-og-kush;0;0;0.010309278;0.278350515;0;0.092783505;0.030927835;0.020618557;0.010309278;0.010309278;0.206185567;0.020618557;0.072164948;0.525773196;0.082474227;0.237113402;0.010309278;0.051546392;0.041237113;0.072164948;0.051546392;0.010309278;0.010309278;0.010309278;0.072164948;0.051546392;0.010309278;0.010309278;0.010309278;0.257731959;0.051546392;0.030927835;0.319587629;0.030927835;0.020618557;0.154639175;0.030927835;0.010309278;0.391752577;0.010309278;0.06185567;0.020618557;0.051546392;0.051546392;0.082474227;0.010309278;0.020618557;0.237113402;Indica;0.151162791;0.220930233;0.093023256;0.424418605;0.180232558;0.215116279;0.558139535;0.534883721;0.76744186;0.63372093;0.168604651;0.215116279;0.302325581;0.098837209;0.11627907;0.255813953;0.412790698;0.075581395;0.087209302;Indica;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.18;12.04;NA;0.13;NA;0.03;0.04;0.04;0.03;NA;0.03;NA;NA;0.02;NA;NA;NA;NA;0.04;0.16;NA;NA;NA;NA;0.06
126;purple-punch;0;0.014705882;0;0.632352941;0;0.161764706;0.014705882;0.044117647;0.014705882;0;0.102941176;0;0.014705882;0.264705882;0.058823529;0.808823529;0;0;0.014705882;0.014705882;0;0.029411765;0;0.014705882;0;0.014705882;0;0;0;0.058823529;0.014705882;0.102941176;0.073529412;0;0;0.014705882;0.029411765;0.044117647;0.441176471;0;0;0.044117647;0.029411765;0.029411765;0.073529412;0;0.029411765;0.029411765;Indica;0.130434783;0.22826087;0.108695652;0.630434783;0.27173913;0.206521739;0.630434783;0.206521739;0.804347826;0.47826087;0.173913043;0.184782609;0.402173913;0.043478261;0.076086957;0.206521739;0.423913043;0;0.010869565;Indica;0.39;0.01;0.01;0.07;0.01;0.01;0.35;0.01;0.45;24.07;NA;0.36;0.08;0.13;0.1;0.17;0.09;NA;0.03;NA;NA;0.02;NA;NA;0.06;NA;0.06;0.49;NA;NA;NA;NA;0.17
127;purple-tangie;0;0;0;0.333333333;0;0.083333333;0;0;0;0;0.666666667;0;0.083333333;0.333333333;0.166666667;0.166666667;0.166666667;0;0;0.083333333;0.083333333;0;0;0;0.083333333;0.333333333;0;0;0;0;0;0;0.083333333;0;0;0.083333333;0;0;0.083333333;0;0.083333333;0;0;0;0.166666667;0;0;0;Sativa;0;0.266666667;0.466666667;0.4;0.4;0.066666667;0.533333333;0.2;0.466666667;0.133333333;0.066666667;0.066666667;0.533333333;0;0.066666667;0.2;0.133333333;0.133333333;0;Sativa;10.5;0.01;0.08;0.34;0.12;0.08;NA;NA;NA;NA;NA;0.14;NA;0.07;0.03;0.08;0.02;0.08;0.01;NA;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;NA;NA;0.03
128;purple-trainwreck;0.011560694;0;0;0.25433526;0.01734104;0.034682081;0;0.028901734;0.023121387;0;0.121387283;0.011560694;0.098265896;0.358381503;0.075144509;0.387283237;0.023121387;0.034682081;0.080924855;0.092485549;0.01734104;0.011560694;0.023121387;0.057803468;0.034682081;0.023121387;0;0;0.046242775;0.173410405;0.011560694;0;0.213872832;0.01734104;0.011560694;0.098265896;0.167630058;0;0.387283237;0.011560694;0.01734104;0.034682081;0.069364162;0.069364162;0.034682081;0.011560694;0.011560694;0.132947977;Hybrid;0.132307692;0.289230769;0.307692308;0.612307692;0.243076923;0.184615385;0.572307692;0.221538462;0.553846154;0.255384615;0.215384615;0.175384615;0.436923077;0.046153846;0.073846154;0.224615385;0.353846154;0.024615385;0.08;Hybrid;1;0;0;0;0;0;0;NA;0.54;NA;12.8;0.54;0.18;0.11;0.13;0.07;0.15;0.11;0.01;NA;NA;NA;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;NA
129;quantum-kush;0.024691358;0;0;0.086419753;0;0;0.061728395;0.012345679;0.037037037;0.024691358;0.098765432;0;0.061728395;0.592592593;0.148148148;0.012345679;0;0.012345679;0.012345679;0.037037037;0.012345679;0;0;0.024691358;0.012345679;0.012345679;0;0;0.024691358;0.172839506;0;0;0.456790123;0.012345679;0.012345679;0.074074074;0.111111111;0.012345679;0.555555556;0;0.012345679;0;0.074074074;0.074074074;0.074074074;0;0.012345679;0.222222222;Sativa;0.152671756;0.41221374;0.496183206;0.564885496;0.34351145;0.236641221;0.671755725;0.236641221;0.580152672;0.099236641;0.374045802;0.175572519;0.610687023;0.015267176;0.083969466;0.13740458;0.259541985;0.030534351;0.038167939;Sativa;24.2;0.015;0.05;0.575;0.36;0.085;NA;NA;NA;NA;NA;0.585;0.14;0.215;0.115;0.19;0.12;0.47;0.01;NA;NA;0.005;NA;0.04;0.03;NA;NA;NA;NA;NA;NA;NA;0.165
130;ripped-bubba;0;0;0.058823529;0.176470588;0.029411765;0.029411765;0;0.088235294;0;0;0.294117647;0.029411765;0;0.558823529;0.117647059;0.147058824;0.088235294;0.235294118;0;0.205882353;0.117647059;0.058823529;0;0;0.058823529;0;0;0.029411765;0;0.117647059;0;0;0.205882353;0;0.088235294;0.147058824;0.264705882;0;0.470588235;0;0;0;0.088235294;0.058823529;0.058823529;0;0;0.058823529;Hybrid;0.102040816;0.387755102;0.367346939;0.244897959;0.387755102;0.142857143;0.346938776;0.265306122;0.693877551;0.163265306;0.163265306;0.244897959;0.510204082;0.020408163;0.040816327;0.102040816;0.244897959;0.102040816;0;Hybrid;13.515;0.138333333;0.07;0.583333333;0.145;0.081666667;0.01;0.01;0.78;22.02;NA;0.085;0.006666667;0.491666667;0.106666667;0.056666667;0.066666667;0.062;0.003333333;0.013333333;NA;0.668333333;NA;NA;0.028333333;NA;0.031666667;0.08;0.002;0.021666667;0.006;0.02;0.008
131;romulan;0;0.005208333;0.015625;0.0625;0;0.020833333;0;0.046875;0.026041667;0.010416667;0.114583333;0.010416667;0.036458333;0.458333333;0.083333333;0.057291667;0.020833333;0.005208333;0.015625;0.052083333;0.005208333;0.010416667;0.015625;0.052083333;0.03125;0.015625;0.010416667;0.020833333;0.036458333;0.510416667;0.010416667;0.005208333;0.255208333;0.010416667;0.041666667;0.052083333;0.104166667;0.005208333;0.260416667;0.020833333;0.010416667;0.010416667;0.020833333;0.020833333;0.057291667;0;0.026041667;0.208333333;Indica;0.117256637;0.14380531;0.066371681;0.451327434;0.183628319;0.163716814;0.471238938;0.283185841;0.672566372;0.612831858;0.101769912;0.194690265;0.232300885;0.022123894;0.086283186;0.172566372;0.303097345;0.050884956;0.037610619;Indica;0.3;0;0;0;0.03;0;0;NA;0.97;NA;19.5;0.09;NA;0.62;NA;0.02;NA;0.25;NA;NA;NA;NA;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;0.12
132;rug-burn-og;0.019607843;0.019607843;0.039215686;0.058823529;0.019607843;0.039215686;0.039215686;0.019607843;0.215686275;0.019607843;0.431372549;0.019607843;0.37254902;0.294117647;0.235294118;0.039215686;0.039215686;0.098039216;0.039215686;0.137254902;0.117647059;0.058823529;0;0.019607843;0.019607843;0.058823529;0.019607843;0.019607843;0.039215686;0.196078431;0.019607843;0.019607843;0.333333333;0.019607843;0.117647059;0.117647059;0.294117647;0.019607843;0.352941176;0.019607843;0.019607843;0;0.039215686;0.039215686;0.039215686;0.039215686;0.039215686;0.078431373;Hybrid;0.142857143;0.253968254;0.206349206;0.650793651;0.333333333;0.206349206;0.682539683;0.285714286;0.746031746;0.365079365;0.142857143;0.26984127;0.650793651;0;0.031746032;0.158730159;0.158730159;0;0;Hybrid;2.135;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.325;15.53;NA;0.285;NA;0.48;0.02;0.165;0.015;NA;0.01;NA;NA;0.01;NA;NA;NA;NA;0.02;0.1;NA;NA;NA;0.005;0.02
133;sage-n-sour;0.006849315;0;0.006849315;0.006849315;0;0;0;0.01369863;0.01369863;0.006849315;0.075342466;0.006849315;0.130136986;0.157534247;0.04109589;0.006849315;0.006849315;0.006849315;0.020547945;0.04109589;0.01369863;0;0.006849315;0.01369863;0.006849315;0.01369863;0;0;0.006849315;0.075342466;0.006849315;0;0.061643836;0;0.897260274;0.02739726;0.089041096;0;0.068493151;0;0.006849315;0;0;0;0;0;0.006849315;0.04109589;Sativa;0.063829787;0.223404255;0.5;0.670212766;0.414893617;0.276595745;0.595744681;0.170212766;0.319148936;0.095744681;0.14893617;0.191489362;0.691489362;0.010638298;0.074468085;0.20212766;0.255319149;0.010638298;0.085106383;Sativa;12.2;0.01;0.02;0.06;0.02;0.02;NA;NA;NA;NA;NA;0.07;NA;0.82;0.05;0.02;0.09;0.22;NA;NA;NA;NA;NA;NA;NA;NA;0.05;NA;NA;NA;NA;NA;0.05
134;salmon-river-og;0;0.111111111;0;0.333333333;0;0.111111111;0;0;0;0.111111111;0.111111111;0.111111111;0.222222222;0.666666667;0.333333333;0.222222222;0;0;0.222222222;0;0;0.222222222;0;0;0.222222222;0;0.111111111;0.222222222;0;0;0;0;0.333333333;0;0;0;0.444444444;0;0.222222222;0;0.111111111;0.111111111;0.111111111;0.111111111;0;0;0;0.111111111;Indica;0.133333333;0.2;0.133333333;0.466666667;0.266666667;0.066666667;0.333333333;0.333333333;0.933333333;0.666666667;0;0.133333333;0.333333333;0;0.066666667;0.133333333;0.333333333;0;0;Indica;0.45;0.01;0.01;0.18;0.01;0.01;0.01;0.01;1.06;18.63;NA;0.54;0.12;0.03;0.08;0.12;0.06;NA;0.03;NA;NA;0.02;NA;NA;NA;NA;0.04;0.09;NA;NA;NA;NA;NA
135;scotts-og;0;0.041666667;0;0.020833333;0;0;0;0.020833333;0.041666667;0.020833333;0.25;0.020833333;0.083333333;0.625;0.125;0.041666667;0.020833333;0.208333333;0;0.333333333;0.041666667;0;0;0.041666667;0.020833333;0.020833333;0.020833333;0;0.041666667;0.4375;0;0;0.25;0;0;0.020833333;0.0625;0;0.166666667;0.041666667;0.125;0.041666667;0.020833333;0.020833333;0.020833333;0.020833333;0;0.125;Hybrid;0.216666667;0.35;0.133333333;0.65;0.216666667;0.216666667;0.716666667;0.3;0.85;0.233333333;0.216666667;0.25;0.45;0.033333333;0.033333333;0.216666667;0.233333333;0.016666667;0.016666667;Hybrid;23.7;0.17;0.13;0.68;0.25;0.14;NA;NA;NA;NA;NA;0.53;NA;0.56;0.12;0.32;0.06;0.31;0.02;NA;NA;0.01;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;0.1
136;sensi-star;0;0.01744186;0.005813953;0.081395349;0;0.029069767;0.023255814;0.023255814;0.005813953;0.005813953;0.156976744;0.011627907;0.01744186;0.546511628;0.191860465;0.063953488;0.034883721;0.034883721;0.01744186;0.104651163;0.01744186;0.011627907;0.011627907;0.063953488;0.029069767;0.052325581;0.023255814;0.011627907;0.011627907;0.151162791;0.005813953;0.005813953;0.284883721;0.011627907;0.058139535;0.093023256;0.098837209;0;0.302325581;0.011627907;0.063953488;0.011627907;0.046511628;0.046511628;0.01744186;0.005813953;0.01744186;0.168604651;Indica;0.120845921;0.244712991;0.145015106;0.483383686;0.172205438;0.099697885;0.52265861;0.302114804;0.697885196;0.404833837;0.126888218;0.160120846;0.332326284;0.021148036;0.078549849;0.181268882;0.335347432;0.051359517;0.036253776;Indica;18.54;0.18;0.18;1.15;0.2;0.15;NA;NA;NA;NA;NA;0.32;NA;0.12;0.05;0.03;0.03;0.17;0.01;NA;NA;NA;NA;NA;0.07;NA;0.04;NA;NA;NA;NA;NA;0.05
137;sfv-og;0.004901961;0;0;0.044117647;0;0.019607843;0.009803922;0;0.06372549;0.019607843;0.156862745;0.014705882;0.12254902;0.5;0.078431373;0.029411765;0.019607843;0;0.019607843;0.215686275;0.053921569;0;0.009803922;0.004901961;0.053921569;0.009803922;0;0;0.068627451;0.387254902;0;0;0.31372549;0;0.014705882;0.137254902;0.112745098;0.009803922;0.215686275;0.004901961;0.004901961;0.014705882;0.029411765;0.024509804;0.024509804;0.044117647;0.014705882;0.181372549;Hybrid;0.142857143;0.336507937;0.266666667;0.523809524;0.326984127;0.184126984;0.619047619;0.26984127;0.628571429;0.158730159;0.215873016;0.184126984;0.463492063;0.041269841;0.06984127;0.180952381;0.285714286;0.038095238;0.028571429;Hybrid;22.05;0.35;0.135;1.06;0.355;0.07;NA;NA;NA;NA;NA;0.43;NA;0.26;0.08;0.11;0.05;0.29;0.015;NA;NA;0.005;NA;NA;NA;0.02;0.035;NA;NA;NA;NA;NA;0.1
138;somango;0.020833333;0.041666667;0;0.0625;0;0;0.020833333;0;0;0;0.145833333;0.020833333;0.041666667;0.145833333;0.125;0.041666667;0.020833333;0.083333333;0;0;0;0.854166667;0;0;0.083333333;0.0625;0;0.041666667;0.020833333;0.083333333;0.0625;0;0.0625;0;0;0.020833333;0.104166667;0;0.479166667;0;0.020833333;0;0;0;0.25;0.041666667;0.020833333;0.166666667;Indica;0.057971014;0.260869565;0.15942029;0.333333333;0.463768116;0.188405797;0.579710145;0.173913043;0.782608696;0.333333333;0.086956522;0.057971014;0.376811594;0.014492754;0.057971014;0.15942029;0.217391304;0.028985507;0;Indica;0.5;0.01;0.01;0.01;0.01;0.01;0.315;0.01;0.78;23.595;NA;0.44;0.14;0.115;0.425;0.06;0.935;NA;0.045;NA;NA;0.03;NA;NA;NA;NA;0.01;0.12;NA;NA;NA;0.02;0.055
139;sour-banana-sherbet;0;0.023255814;0;0.209302326;0;0.023255814;0;0;0.046511628;0;0.11627907;0;0.511627907;0.23255814;0.069767442;0.023255814;0;0.046511628;0;0.11627907;0.023255814;0.023255814;0.023255814;0.023255814;0;0;0;0;0;0.023255814;0;0.046511628;0.279069767;0;0;0.069767442;0.046511628;0.069767442;0.651162791;0;0.023255814;0.023255814;0.186046512;0.186046512;0.139534884;0;0;0.023255814;Hybrid;0.119402985;0.268656716;0.313432836;0.611940299;0.492537313;0.208955224;0.791044776;0.328358209;0.686567164;0.194029851;0.23880597;0.179104478;0.626865672;0.074626866;0.029850746;0.134328358;0.268656716;0.014925373;0.059701493;Hybrid;11.68;0.08;0.055;0.46;0.115;0.065;0.01;0.01;0.15;16.37;NA;0.055;0.175;1.28;0.08;0.04;0.415;0.19;0.01;0.01;NA;NA;NA;NA;NA;NA;0.03;0.22;NA;NA;NA;0.02;0.08
140;sour-grape;0;0;0;0.076335878;0;0.007633588;0;0;0;0;0.076335878;0;0.229007634;0.114503817;0.030534351;0.923664122;0.007633588;0;0;0.022900763;0.022900763;0;0;0;0;0;0;0;0.015267176;0.053435115;0;0.015267176;0.122137405;0;0;0.045801527;0.038167939;0;0.221374046;0;0.007633588;0;0.007633588;0.007633588;0.015267176;0;0.007633588;0.022900763;Hybrid;0.125;0.385416667;0.239583333;0.552083333;0.25;0.166666667;0.71875;0.260416667;0.729166667;0.145833333;0.333333333;0.135416667;0.510416667;0.03125;0.020833333;0.125;0.302083333;0.010416667;0.041666667;Hybrid;19.8;0;0.12;0.58;0.29;0.15;NA;NA;NA;NA;NA;0.05;0.02;0.38;0.02;0.02;0.01;0.13;NA;NA;NA;NA;NA;NA;0.03;NA;0.03;NA;NA;NA;NA;NA;0.04
141;sour-kush;0.039325843;0.016853933;0.005617978;0.033707865;0.005617978;0.005617978;0.016853933;0.005617978;0.02247191;0.005617978;0.359550562;0.005617978;0.353932584;0.280898876;0.06741573;0.028089888;0.028089888;0.005617978;0.005617978;0.112359551;0.084269663;0.005617978;0.016853933;0.028089888;0.011235955;0.039325843;0.02247191;0.005617978;0.016853933;0.162921348;0.011235955;0.011235955;0.382022472;0.005617978;0.016853933;0.174157303;0.08988764;0.005617978;0.337078652;0.011235955;0.02247191;0.005617978;0.028089888;0.016853933;0.050561798;0.005617978;0.011235955;0.078651685;Hybrid;0.107255521;0.356466877;0.32807571;0.520504732;0.369085174;0.217665615;0.634069401;0.350157729;0.630914826;0.160883281;0.220820189;0.160883281;0.586750789;0.025236593;0.059936909;0.116719243;0.239747634;0.031545741;0.034700315;Hybrid;8.186666667;0.066666667;0.056666667;0.19;0.08;0.04;0.01;0.01;0.78;16.85;NA;0.333333333;NA;0.143333333;0.063333333;0.08;0.03;0.36;0.003333333;NA;NA;0.073333333;NA;NA;0.02;NA;0.01;0.25;NA;NA;NA;NA;0.11
142;sour-og;0.031413613;0.005235602;0.010471204;0.068062827;0;0.010471204;0.010471204;0.010471204;0.062827225;0.005235602;0.183246073;0.015706806;0.476439791;0.497382199;0.073298429;0.041884817;0.036649215;0.005235602;0.010471204;0.162303665;0.041884817;0;0.015706806;0.031413613;0.09947644;0.020942408;0;0;0.010471204;0.256544503;0;0.010471204;0.387434555;0;0.02617801;0.157068063;0.068062827;0.005235602;0.167539267;0.005235602;0.020942408;0.020942408;0.031413613;0.020942408;0.036649215;0.015706806;0.015706806;0.162303665;Hybrid;0.144475921;0.328611898;0.320113314;0.498583569;0.274787535;0.277620397;0.640226629;0.373937677;0.631728045;0.192634561;0.28611898;0.192634561;0.478753541;0.056657224;0.104815864;0.192634561;0.291784703;0.033994334;0.033994334;Hybrid;4.091428571;0.011428571;0.02;0.341428571;0.055714286;0.021428571;0.036666667;0.01;0.551666667;20.858;19.5;0.268571429;NA;0.285714286;0.051428571;0.137142857;0.035714286;0.2;0.018571429;NA;NA;0.01;NA;NA;0.01;NA;0.044285714;0.266;NA;NA;NA;NA;0.0655
143;sour-power;0.076923077;0;0;0.153846154;0;0;0;0;0.153846154;0;0.076923077;0;0.923076923;0.384615385;0.307692308;0;0;0;0;0;0.076923077;0;0;0;0;0;0;0;0;0.076923077;0;0;0.153846154;0;0;0.692307692;0;0;0.153846154;0;0;0.076923077;0;0;0;0;0;0.076923077;Hybrid;0.105263158;0.315789474;0.421052632;0.368421053;0.368421053;0.315789474;0.736842105;0.368421053;0.578947368;0.105263158;0.631578947;0.368421053;0.631578947;0.052631579;0.052631579;0.157894737;0.157894737;0;0.105263158;Hybrid;0.76;0.01;0.01;0.01;0.01;0.01;0.36;0.01;0.5;21.04;NA;0.43;NA;0.14;0.09;0.29;0.05;NA;0.03;NA;NA;0.02;NA;0.12;NA;NA;0.08;0.42;NA;NA;NA;0.01;0.17
144;sour-tangie;0;0;0.011764706;0.005882353;0;0.005882353;0.011764706;0.005882353;0.058823529;0;0.758823529;0.029411765;0.447058824;0.152941176;0.117647059;0.105882353;0.082352941;0.005882353;0;0.152941176;0.029411765;0.047058824;0;0.011764706;0;0.570588235;0.011764706;0;0.011764706;0.035294118;0;0;0.1;0.011764706;0.017647059;0.088235294;0.064705882;0;0.247058824;0.011764706;0.011764706;0;0.052941176;0.052941176;0.088235294;0.011764706;0.005882353;0.041176471;Sativa;0.194915254;0.474576271;0.521186441;0.512711864;0.43220339;0.305084746;0.686440678;0.122881356;0.398305085;0.055084746;0.326271186;0.220338983;0.631355932;0.063559322;0.059322034;0.105932203;0.224576271;0.029661017;0.063559322;Sativa;17.1;0.183333333;0.126666667;1.313333333;0.25;0.123333333;NA;NA;NA;NA;NA;0.183333333;0.076666667;0.31;0.043333333;0.036666667;0.02;0.07;NA;NA;NA;0.063333333;NA;NA;0.006666667;NA;0.02;NA;NA;NA;NA;NA;NA
145;sourlope;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0.2;0;0;0;0.4;0;0;0;0;0;0.2;0;0;0.6;0;0;0.2;0.2;0;0.4;0;0;0;0.6;0.4;0.6;0;0;0;Sativa;0.090909091;0.454545455;0.545454545;0.272727273;0.636363636;0.090909091;0.727272727;0.090909091;0.363636364;0;0.272727273;0.272727273;0.636363636;0.090909091;0;0.181818182;0.090909091;0;0.272727273;Sativa;0.53;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.27;24.77;NA;0.18;NA;0.08;0.05;0.09;0.04;NA;0.02;NA;NA;0.02;NA;NA;NA;NA;0.04;0.47;NA;NA;NA;0.01;0.17
146;space-candy;0;0.2;0.033333333;0.066666667;0;0;0;0;0.066666667;0;0.266666667;0;0;0.4;0.166666667;0.033333333;0;0.033333333;0;0.066666667;0.066666667;0.033333333;0;0;0.033333333;0.033333333;0;0.033333333;0;0.166666667;0.033333333;0;0.166666667;0.033333333;0;0.033333333;0.066666667;0.033333333;0.566666667;0;0.033333333;0;0.066666667;0.066666667;0.033333333;0;0;0;Hybrid;0.073170732;0.317073171;0.170731707;0.658536585;0.243902439;0.365853659;0.829268293;0.146341463;0.804878049;0.219512195;0.195121951;0.12195122;0.585365854;0.048780488;0;0.146341463;0.219512195;0;0;Hybrid;17.9;0.205;0.27;0.265;0.245;0.095;NA;NA;NA;NA;NA;0.26;NA;0.07;0.04;0.1;0.025;0.275;0.005;NA;NA;NA;NA;0.01;0.015;0.005;0.02;NA;NA;NA;NA;NA;0.085
