X;tag;Ammonia;Apple;Apricot;Berry;Blue.Cheese;Blueberry;Butter;Cheese;Chemical;Chestnut;Citrus;Coffee;Diesel;Earthy;Flowery;Grape;Grapefruit;Honey;Lavender;Lemon;Lime;Mango;Menthol;Mint;Nutty;Orange;Peach;Pear;Pepper;Pine;Pineapple;Plum;Pungent;Rose;Sage;Skunk;Spicy.Herbal;Strawberry;Sweet;Tar;Tea;Tobacco;Tree;Fruit;Tropical;Vanilla;Violet;Woody;categoria.x;Aroused;Creative;Energetic;Euphoric;Focused;Giggly;Happy;Hungry;Relaxed;Sleepy;Talkative;Tingly;Uplifted;Anxious;Dizzy;Dry.Eyes;Dry.Mouth;Headache;Paranoid;categoria.y;Delta9.THC;CBD;CBN;CBG;CBC;THCV;CBDa;Delta8.THC;CBGa;THCa;Delta9.THCa;D.Limonene;Beta.Ocimene;Beta.Myrcene;Beta.Pinene;Linalool;Alpha.Pinene;Caryophyllene;Camphene;Carene;Eucalyptol;Terpinolene;Geraniol;TransNerolidol;Guaiol;CaryophylleneOxide;Alpha.Bisabolol;Beta.Caryophyllene;p.Cymene;Alpha.Terpinene;Gamma.Terpinene;mistery.Terpinene;Humulene
62;galactic-jack;0;0.057142857;0;0.142857143;0;0.028571429;0;0;0;0;0.542857143;0;0;0.257142857;0.257142857;0.4;0.4;0.085714286;0.085714286;0.314285714;0.028571429;0;0;0.114285714;0;0.114285714;0;0;0.028571429;0.142857143;0;0;0.2;0.114285714;0.057142857;0.285714286;0.114285714;0;0.428571429;0;0;0;0.057142857;0.057142857;0.114285714;0;0.114285714;0.085714286;Sativa;0.259259259;0.462962963;0.703703704;0.611111111;0.537037037;0.351851852;0.62962963;0.240740741;0.407407407;0.12962963;0.37037037;0.240740741;0.574074074;0.055555556;0.018518519;0.148148148;0.240740741;0.037037037;0;Sativa;20;0;0.12;1.69;0.22;0;NA;NA;NA;NA;NA;0.03;NA;0.14;0.03;0.02;0.03;0.14;NA;NA;NA;0.34;NA;NA;0.03;NA;0.03;NA;NA;NA;NA;NA;NA
63;gelato;0.009646302;0.003215434;0.009646302;0.196141479;0.006430868;0.022508039;0.019292605;0.025723473;0.025723473;0.009646302;0.241157556;0.025723473;0.054662379;0.334405145;0.22829582;0.054662379;0.01607717;0.012861736;0.057877814;0.102893891;0.067524116;0.041800643;0.019292605;0.160771704;0.061093248;0.064308682;0.012861736;0.003215434;0.022508039;0.106109325;0.025723473;0.01607717;0.247588424;0.009646302;0.032154341;0.102893891;0.128617363;0.032154341;0.549839228;0.006430868;0.028938907;0.006430868;0.054662379;0.054662379;0.102893891;0.08681672;0.01607717;0.128617363;Hybrid;0.188911704;0.46201232;0.295687885;0.655030801;0.31211499;0.295687885;0.733059548;0.301848049;0.694045175;0.199178645;0.234086242;0.256673511;0.572895277;0.047227926;0.05338809;0.156057495;0.328542094;0.022587269;0.051334702;Hybrid;0.3;0.01;0.01;0.01;0.013333333;0.01;0.01;0.01;0.316666667;15.05666667;NA;0.403333333;0.043333333;0.106666667;0.09;0.166666667;0.066666667;NA;0.016666667;NA;NA;0.006666667;0.016666667;0.026666667;NA;NA;0.006666667;0.516666667;NA;0.006666667;NA;0.003333333;0.156666667
64;ghost-train-haze;0.048689139;0.014981273;0.011235955;0.018726592;0.007490637;0.003745318;0.011235955;0.04494382;0.074906367;0.014981273;0.415730337;0.029962547;0.06741573;0.400749064;0.164794007;0.033707865;0.026217228;0.014981273;0.026217228;0.187265918;0.101123596;0.018726592;0.029962547;0.071161049;0.041198502;0.037453184;0.003745318;0.007490637;0.02247191;0.25093633;0.02247191;0.003745318;0.168539326;0.029962547;0.029962547;0.059925094;0.164794007;0.014981273;0.36329588;0.011235955;0.02247191;0.007490637;0.037453184;0.037453184;0.071161049;0.011235955;0.02247191;0.127340824;Sativa;0.136842105;0.458947368;0.543157895;0.564210526;0.452631579;0.254736842;0.671578947;0.193684211;0.355789474;0.077894737;0.301052632;0.218947368;0.612631579;0.092631579;0.098947368;0.12;0.242105263;0.010526316;0.067368421;Sativa;9.186666667;0.053333333;0.04;1.373333333;0.086666667;0.093333333;0.095;0.01;2.245;28.69;23.9;0.163333333;0.236666667;0.343333333;0.113333333;0.03;0.093333333;0.075;0.01;0.023333333;NA;0.626666667;NA;NA;NA;NA;0.003333333;0.13;0.02;0.03;0.005;0.04;0.06
65;goji-og;0;0.011904762;0;0.5;0.011904762;0.05952381;0.011904762;0.023809524;0;0.035714286;0.285714286;0.023809524;0.023809524;0.30952381;0.107142857;0.095238095;0.047619048;0.035714286;0.011904762;0.071428571;0.035714286;0.05952381;0.023809524;0.023809524;0.071428571;0.047619048;0.011904762;0;0.05952381;0.178571429;0.047619048;0;0.19047619;0.011904762;0.011904762;0.071428571;0.083333333;0.071428571;0.511904762;0;0.035714286;0.011904762;0.095238095;0.095238095;0.166666667;0.047619048;0;0.119047619;Hybrid;0.166666667;0.388888889;0.416666667;0.611111111;0.268518519;0.287037037;0.648148148;0.194444444;0.657407407;0.166666667;0.37037037;0.296296296;0.574074074;0.12962963;0.111111111;0.175925926;0.268518519;0.037037037;0.12037037;Hybrid;0.67;0.01;0.01;0.15;0.005;0.01;0.01;0.01;0.495;20.655;NA;0.3;0.08;0.37;0.1;0.14;0.105;NA;0.03;NA;NA;0.015;NA;NA;0.02;NA;0.015;0.19;NA;NA;NA;0.01;0.07
66;golden-goat;0.013559322;0.013559322;0.006779661;0.037288136;0.003389831;0.003389831;0.023728814;0.013559322;0.054237288;0.006779661;0.383050847;0.006779661;0.047457627;0.345762712;0.105084746;0.023728814;0.006779661;0.033898305;0.047457627;0.183050847;0.071186441;0.050847458;0.023728814;0.040677966;0.040677966;0.050847458;0.013559322;0.020338983;0.033898305;0.274576271;0.050847458;0.006779661;0.176271186;0.016949153;0.081355932;0.094915254;0.159322034;0;0.427118644;0.006779661;0.020338983;0.013559322;0.010169492;0.010169492;0.277966102;0;0.010169492;0.118644068;Hybrid;0.145214521;0.396039604;0.481848185;0.567656766;0.308580858;0.234323432;0.615511551;0.214521452;0.45709571;0.102310231;0.298679868;0.189768977;0.574257426;0.03630363;0.080858086;0.163366337;0.311881188;0.056105611;0.070957096;Hybrid;11.03666667;0.01;0.056666667;0.326666667;0.05;0.04;0.34;0.01;0.2;18.39;NA;0.143333333;0.013333333;0.293333333;0.1;0.04;0.176666667;0.185;0.013333333;0.006666667;NA;0.183333333;NA;NA;0.033333333;NA;0.016666667;0.13;NA;0.016666667;0.01;0.01;0.0625
67;gorilla-cookies;0;0;0;0;0;0;0.052631579;0;0.052631579;0;0.105263158;0.052631579;0;0.578947368;0.052631579;0.052631579;0.052631579;0;0;0.105263158;0.052631579;0.052631579;0.052631579;0.631578947;0.105263158;0.052631579;0.052631579;0;0.052631579;0.105263158;0.052631579;0;0.210526316;0;0;0.052631579;0.105263158;0;0.631578947;0;0;0;0;0;0;0;0;0.315789474;Hybrid;0.156862745;0.31372549;0.196078431;0.568627451;0.176470588;0.254901961;0.607843137;0.274509804;0.803921569;0.431372549;0.215686275;0.176470588;0.470588235;0.058823529;0.078431373;0.196078431;0.352941176;0.019607843;0.019607843;Hybrid;0.415;0.01;0.01;0.075;0.01;0.01;0.195;0.01;0.83;26.99;NA;0.26;NA;0.03;0.065;0.165;0.045;NA;0.025;NA;NA;0.02;NA;NA;NA;NA;0.07;0.565;NA;NA;NA;NA;0.225
68;grape-god;0;0;0;0.09771987;0;0.022801303;0.026058632;0.003257329;0.003257329;0;0.048859935;0;0.003257329;0.201954397;0.042345277;0.941368078;0.153094463;0.016286645;0.016286645;0.009771987;0.003257329;0;0;0.022801303;0.009771987;0.009771987;0.006514658;0.006514658;0.006514658;0.048859935;0.003257329;0.003257329;0.06514658;0;0.039087948;0.039087948;0.019543974;0;0.25732899;0;0.029315961;0.003257329;0.006514658;0.006514658;0.035830619;0.006514658;0;0.03257329;Hybrid;0.115879828;0.30472103;0.197424893;0.596566524;0.236051502;0.145922747;0.515021459;0.248927039;0.751072961;0.334763948;0.163090129;0.214592275;0.403433476;0.017167382;0.0472103;0.210300429;0.309012876;0.042918455;0.042918455;Hybrid;0.5975;0.01;0.01;0.01;0.08;0.01;0.01;0.01;1.0125;16.1025;NA;0.0225;0.125;0.265;0.0425;0.03;0.025;NA;NA;0.0175;NA;0.23;NA;NA;0.0325;NA;0.005;0.0875;NA;0.0175;NA;0.015;0.0225
69;grease-monkey;0.019230769;0.019230769;0.038461538;0.096153846;0;0;0.019230769;0;0.038461538;0;0.134615385;0;0.576923077;0.596153846;0.076923077;0.038461538;0.019230769;0.019230769;0;0.057692308;0.057692308;0;0;0.076923077;0.038461538;0;0;0;0.019230769;0.038461538;0;0;0.557692308;0;0.019230769;0.307692308;0.115384615;0;0.153846154;0.057692308;0;0.038461538;0;0;0;0.038461538;0;0.076923077;Hybrid;0.078947368;0.236842105;0.118421053;0.644736842;0.289473684;0.184210526;0.5;0.342105263;0.828947368;0.355263158;0.131578947;0.171052632;0.394736842;0.039473684;0.026315789;0.157894737;0.315789474;0.039473684;0.026315789;Hybrid;0.944;0.01;0.01;0.062;0.014;0.01;0.078;0.01;1.006;24.718;NA;0.3125;0.005;0.1975;0.075;0.08;0.06;NA;0.0325;NA;NA;0.0225;0.0125;0.0175;NA;NA;0.0375;0.355;NA;NA;NA;0.0125;0.1325
70;harle-tsu;0;0;0.056179775;0.02247191;0;0.02247191;0;0;0.02247191;0.02247191;0.157303371;0.011235955;0.02247191;0.528089888;0.101123596;0.033707865;0.02247191;0.011235955;0.056179775;0.078651685;0.011235955;0;0.011235955;0.02247191;0.06741573;0.08988764;0;0;0.078651685;0.157303371;0.011235955;0;0.08988764;0.02247191;0.056179775;0.06741573;0.235955056;0;0.191011236;0.04494382;0.04494382;0.02247191;0.06741573;0.06741573;0.011235955;0.04494382;0;0.382022472;Hybrid;0.06626506;0.126506024;0.192771084;0.265060241;0.397590361;0.078313253;0.524096386;0.096385542;0.885542169;0.210843373;0.174698795;0.102409639;0.445783133;0.018072289;0.030120482;0.06626506;0.168674699;0.042168675;0.012048193;Hybrid;0.01;0.38;0.01;0.01;0.01;0.01;13.93;0.01;0.01;0.51;NA;0.03;NA;0.13;0.03;0.03;0.04;NA;0.02;0.02;0.02;0.06;NA;NA;NA;NA;NA;0.03;0.01;0.02;NA;0.02;0.02
71;hawaiian-snow;0;0.022727273;0;0.022727273;0.045454545;0;0;0.045454545;0;0;0.204545455;0.022727273;0.045454545;0.068181818;0.068181818;0.090909091;0.068181818;0.045454545;0.045454545;0.022727273;0.022727273;0.113636364;0;0.068181818;0.045454545;0;0.022727273;0.022727273;0.045454545;0.409090909;0.295454545;0;0.090909091;0.045454545;0;0.136363636;0.068181818;0.022727273;0.477272727;0;0.022727273;0;0.159090909;0.159090909;0.454545455;0;0;0.090909091;Sativa;0.125;0.489583333;0.520833333;0.604166667;0.28125;0.34375;0.6875;0.135416667;0.364583333;0.041666667;0.302083333;0.135416667;0.666666667;0.020833333;0.083333333;0.114583333;0.302083333;0.03125;0.041666667;Sativa;10.1;0.01;0.05;0.26;0.16;0.03;NA;NA;NA;NA;NA;0.08;0.04;0.35;0.1;NA;0.22;0.06;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.04
72;haze;0.023622047;0;0;0.070866142;0;0.015748031;0;0.015748031;0.070866142;0.015748031;0.173228346;0.023622047;0.031496063;0.57480315;0.125984252;0.007874016;0;0.039370079;0.023622047;0.062992126;0.039370079;0;0.015748031;0.031496063;0.031496063;0.023622047;0;0;0.047244094;0.062992126;0;0;0.181102362;0.023622047;0.023622047;0.047244094;0.283464567;0;0.409448819;0.015748031;0.039370079;0.031496063;0.023622047;0.023622047;0.031496063;0.007874016;0;0.188976378;Sativa;0.147321429;0.415178571;0.419642857;0.508928571;0.290178571;0.267857143;0.678571429;0.258928571;0.388392857;0.138392857;0.316964286;0.1875;0.540178571;0.102678571;0.151785714;0.183035714;0.401785714;0.066964286;0.227678571;Sativa;14.9;0;0.03;1;0.14;0.05;NA;NA;NA;NA;NA;0.07;0.09;0.19;0.08;NA;0.05;0.08;NA;NA;0.01;0.6;NA;0.01;NA;NA;NA;NA;NA;0.03;0.03;NA;0.03
73;headbanger;0;0;0;0.05;0;0;0;0.05;0.05;0;0.6;0;0.35;0.2;0;0.05;0.05;0;0;0.05;0.05;0.2;0;0.2;0;0;0;0;0;0.1;0;0;0.25;0;0.05;0.25;0.1;0;0.25;0;0;0;0;0;0.1;0;0;0;Hybrid;0.085714286;0.228571429;0.342857143;0.485714286;0.314285714;0.114285714;0.657142857;0.142857143;0.4;0.171428571;0.314285714;0.085714286;0.514285714;0.057142857;0.085714286;0.057142857;0.285714286;0;0.057142857;Hybrid;1.17;0.01;0.01;0.09;0.01;0.01;0.01;0.01;1.27;22.29;NA;0.14;0.15;0.09;0.13;0.05;0.08;NA;0.02;0.04;NA;0.39;NA;NA;NA;NA;0.02;0.07;NA;0.04;NA;0.03;0.03
74;heavy-duty-fruity;0.017857143;0.035714286;0.017857143;0.178571429;0.017857143;0.035714286;0.017857143;0.017857143;0.053571429;0.017857143;0.160714286;0.017857143;0.035714286;0.089285714;0.089285714;0.017857143;0.017857143;0.017857143;0.053571429;0.053571429;0.053571429;0.071428571;0.017857143;0.017857143;0.053571429;0.053571429;0.071428571;0.035714286;0.035714286;0.035714286;0.017857143;0.017857143;0.053571429;0.017857143;0.017857143;0.035714286;0.017857143;0.035714286;0.285714286;0.017857143;0.017857143;0.017857143;0.125;0.660714286;0.125;0.017857143;0.017857143;0.035714286;Hybrid;0.181818182;0.340909091;0.25;0.5;0.272727273;0.318181818;0.568181818;0.386363636;0.568181818;0.318181818;0.227272727;0.227272727;0.431818182;0.045454545;0.068181818;0.204545455;0.318181818;0.045454545;0.022727273;Hybrid;18;0.15;0.14;1.22;0.16;0;NA;NA;NA;NA;NA;0.36;NA;0.35;0.06;0.06;0.03;0.39;NA;NA;NA;NA;NA;NA;NA;NA;0.03;NA;NA;NA;NA;NA;0.12
75;hurricane;0.071428571;0;0;0.214285714;0.142857143;0;0;0.142857143;0.071428571;0;0.214285714;0;0.142857143;0.357142857;0.142857143;0.142857143;0;0;0;0.071428571;0.071428571;0;0;0.071428571;0;0.071428571;0;0;0.071428571;0.142857143;0;0;0.071428571;0;0;0;0.357142857;0;0.285714286;0;0.214285714;0;0;0;0;0;0;0.142857143;Sativa;0.173913043;0.304347826;0.347826087;0.260869565;0.52173913;0.043478261;0.739130435;0.173913043;0.608695652;0.043478261;0.130434783;0.173913043;0.652173913;0.043478261;0.043478261;0.043478261;0.260869565;0.043478261;0.043478261;Sativa;19.8;0.01;0.03;1.58;0.18;0.08;NA;NA;NA;NA;NA;0.27;NA;0.42;0.13;0.18;0.08;0.97;NA;NA;0.01;0.01;NA;0.17;NA;NA;0.19;NA;NA;NA;NA;NA;0.43
76;ice-cream;0.037037037;0;0;0.092592593;0;0;0.055555556;0.018518519;0.055555556;0.018518519;0.018518519;0.074074074;0.018518519;0.166666667;0.074074074;0;0;0.074074074;0.018518519;0.092592593;0.018518519;0;0.018518519;0.018518519;0.166666667;0;0;0.037037037;0;0.111111111;0.018518519;0;0.222222222;0;0;0.018518519;0;0;0.722222222;0;0;0.037037037;0;0;0.074074074;0.666666667;0;0.185185185;Hybrid;0.184210526;0.315789474;0.315789474;0.473684211;0.407894737;0.171052632;0.671052632;0.355263158;0.631578947;0.328947368;0.197368421;0.210526316;0.513157895;0.052631579;0.026315789;0.171052632;0.289473684;0.039473684;0.118421053;Hybrid;4.55;2.295;0.125;0.57;0.545;0.03;NA;NA;NA;NA;NA;0.075;0.13;0.11;0.055;0.01;0.175;0.025;NA;NA;NA;NA;NA;NA;NA;NA;0.03;NA;NA;NA;NA;NA;NA
77;iced-grapefruit;0;0;0;0.023809524;0;0;0;0;0;0;0.357142857;0;0;0.095238095;0.047619048;0.928571429;0.880952381;0;0;0.047619048;0.023809524;0.023809524;0;0.023809524;0;0.023809524;0;0;0;0.047619048;0.047619048;0;0.047619048;0;0;0;0.047619048;0;0.166666667;0;0;0;0;0;0.095238095;0;0;0;Hybrid;0.068965517;0.344827586;0.275862069;0.586206897;0.448275862;0.206896552;0.75862069;0.24137931;0.724137931;0.172413793;0.24137931;0.068965517;0.379310345;0.034482759;0;0.172413793;0.344827586;0.068965517;0;Hybrid;16.7;0.31;0.17;0.67;0.51;0.15;NA;NA;NA;NA;NA;0.17;NA;0.42;0.04;0.03;0.02;0.3;0.01;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;NA;NA;NA;0.09
78;in-the-pines;0;0;0;0.03030303;0;0;0;0;0;0;0;0;0;0.151515152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03030303;0.96969697;0.181818182;0;0.03030303;0;0;0;0.03030303;0;0.121212121;0;0;0;0.03030303;0.03030303;0.090909091;0.03030303;0;0.03030303;Sativa;0.136363636;0.5;0.409090909;0.409090909;0.727272727;0.045454545;0.681818182;0.090909091;0.5;0;0.090909091;0.227272727;0.636363636;0;0.090909091;0.045454545;0.090909091;0.045454545;0.045454545;Sativa;5.266666667;4.112222222;0.027777778;0.533333333;0.183333333;0.02;10.73333333;0.01;1.13;6.966666667;NA;0.113333333;0.212222222;0.528888889;0.053333333;0.078888889;0.105555556;0.46;0.001111111;NA;0.002222222;0.002222222;NA;0.06;NA;NA;0.056666667;0.163333333;NA;NA;NA;NA;0.193333333
79;incredible-bulk;0.068965517;0;0;0.103448276;0.034482759;0.103448276;0;0.103448276;0.068965517;0;0.068965517;0;0.103448276;0.517241379;0.103448276;0;0;0;0.068965517;0;0;0;0;0.103448276;0.034482759;0;0;0;0.034482759;0.172413793;0.034482759;0;0.275862069;0.034482759;0;0.413793103;0.310344828;0;0.344827586;0;0.034482759;0;0;0;0.103448276;0;0.034482759;0.172413793;Indica;0.227272727;0.340909091;0.068181818;0.409090909;0.25;0.272727273;0.636363636;0.477272727;0.704545455;0.454545455;0.272727273;0.204545455;0.272727273;0.045454545;0.068181818;0.090909091;0.386363636;0;0.113636364;Indica;11.6;0.14;0.11;1.33;0.27;0.08;NA;NA;NA;NA;NA;0.06;0.01;NA;0.17;NA;0.28;0.01;NA;NA;NA;0.36;NA;NA;0.01;NA;0.02;NA;NA;NA;NA;NA;NA
80;jamaican;0;0;0;0.071428571;0;0;0;0;0;0;0.142857143;0.285714286;0;0.785714286;0.071428571;0.071428571;0.071428571;0.071428571;0;0.071428571;0.071428571;0.071428571;0;0;0.071428571;0.071428571;0;0;0.071428571;0.142857143;0;0;0.357142857;0;0;0.142857143;0.214285714;0;0.357142857;0;0;0.071428571;0.071428571;0.071428571;0.142857143;0;0;0.285714286;Sativa;0.272727273;0.590909091;0.5;0.454545455;0.227272727;0.363636364;0.727272727;0.272727273;0.636363636;0.045454545;0.318181818;0.090909091;0.727272727;0.090909091;0.045454545;0.272727273;0.409090909;0;0.045454545;Sativa;0.365;0.01;0.01;0.01;0.01;0.01;0.175;0.01;0.585;12.83;NA;0.11;0.03;0.7;0.225;0.07;0.5;NA;0.03;NA;NA;0.005;NA;NA;NA;NA;0.01;0.495;NA;NA;NA;NA;0.195
81;jedi-kush;0.021052632;0;0;0.052631579;0;0;0;0;0.084210526;0;0.168421053;0;0.221052632;0.610526316;0.063157895;0.063157895;0.052631579;0.010526316;0;0.052631579;0.031578947;0;0.010526316;0.010526316;0.042105263;0.010526316;0.010526316;0;0.010526316;0.147368421;0.010526316;0.021052632;0.294736842;0;0.063157895;0.147368421;0.031578947;0.021052632;0.284210526;0;0.052631579;0.031578947;0.031578947;0.031578947;0.021052632;0;0.010526316;0.252631579;Indica;0.153846154;0.291208791;0.137362637;0.598901099;0.252747253;0.197802198;0.565934066;0.302197802;0.807692308;0.445054945;0.203296703;0.263736264;0.478021978;0.049450549;0.082417582;0.230769231;0.274725275;0.082417582;0.021978022;Indica;16.03625;0.11875;0.08625;1.0575;0.23375;0.08125;0.01;0.01;0.99;20.445;NA;0.15625;0.13875;0.885;0.03625;0.06625;0.06625;0.206666667;0.0075;NA;NA;0.00375;NA;NA;0.02875;0.00625;0.04625;0.125;NA;NA;NA;0.02;0.029166667
82;julius-caesar;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0.8;0;0;0;0;0;0.4;0;0;0;Hybrid;0;0.076923077;0.230769231;0.769230769;0.230769231;0.230769231;0.769230769;0.153846154;0.461538462;0.153846154;0.153846154;0;0.846153846;0.076923077;0.153846154;0.076923077;0.230769231;0;0;Hybrid;19.5;0.01;0.02;0.32;0.07;0.08;NA;NA;NA;NA;NA;0.21;0.05;1.09;0.06;0.03;0.02;0.24;0.01;NA;NA;NA;NA;NA;NA;NA;0.03;NA;NA;NA;NA;NA;0.08
83;kandy-kush;0.017241379;0.011494253;0.017241379;0.137931034;0;0.028735632;0;0;0.040229885;0.005747126;0.17816092;0.017241379;0.051724138;0.385057471;0.195402299;0.063218391;0.017241379;0.08045977;0.005747126;0.132183908;0.022988506;0.005747126;0.005747126;0.045977011;0.022988506;0.045977011;0.022988506;0.028735632;0.017241379;0.097701149;0.017241379;0.011494253;0.183908046;0.011494253;0.034482759;0.103448276;0.097701149;0.028735632;0.706896552;0;0.022988506;0.005747126;0.051724138;0.051724138;0.109195402;0.028735632;0;0.097701149;Hybrid;0.121863799;0.279569892;0.23297491;0.516129032;0.250896057;0.182795699;0.630824373;0.326164875;0.58781362;0.272401434;0.207885305;0.222222222;0.544802867;0.050179211;0.107526882;0.207885305;0.344086022;0.043010753;0.05734767;Hybrid;17.5;0.225;0.155;0.475;0.365;0.105;NA;NA;NA;NA;NA;0.405;0.015;0.16;0.075;0.105;0.04;0.265;0.005;NA;NA;0.005;NA;0.035;NA;0.005;0.03;NA;NA;NA;NA;NA;0.09
84;kosher-kush;0.021186441;0.008474576;0.008474576;0.063559322;0;0.008474576;0.025423729;0.016949153;0.076271186;0.012711864;0.148305085;0.012711864;0.18220339;0.572033898;0.11440678;0.042372881;0.008474576;0.021186441;0.021186441;0.084745763;0.072033898;0.004237288;0.004237288;0.076271186;0.06779661;0.029661017;0.004237288;0.012711864;0.033898305;0.266949153;0.004237288;0.021186441;0.423728814;0.012711864;0.038135593;0.139830508;0.224576271;0.012711864;0.211864407;0.029661017;0.06779661;0.012711864;0.012711864;0.012711864;0.008474576;0.008474576;0.012711864;0.245762712;Indica;0.0825;0.175;0.08;0.4775;0.185;0.1375;0.485;0.2825;0.735;0.5925;0.1425;0.2;0.285;0.035;0.08;0.2175;0.35;0.0225;0.0325;Indica;7.51;0.068;0.056;0.308;0.112;0.054;0.113333333;0.01;1.066666667;25.89;19.1;0.554;0.012;0.342;0.112;0.142;0.08;0.19;0.02;NA;NA;0.01;NA;NA;NA;NA;0.032;0.32;NA;NA;NA;0.01;0.085
85;la-kush;0;0;0;0.125;0;0.125;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0.125;0.125;0.25;0;0;0;0;0.25;0;0;0.125;0;0;0.125;0.125;0.125;0.25;0;0;0;0;0;0;0;0;0;Hybrid;0.166666667;0.583333333;0.75;0.666666667;0.166666667;0.333333333;0.666666667;0.25;0.416666667;0;0.416666667;0.333333333;0.75;0;0.083333333;0.25;0.166666667;0;0.083333333;Hybrid;16.7;0.02;0.11;0.58;0.19;0.09;NA;NA;NA;NA;NA;0.41;NA;0.44;NA;0.13;0.03;0.29;0.01;NA;NA;0.01;NA;NA;NA;0.01;0.05;NA;NA;NA;NA;NA;0.1
86;la-og;0.076923077;0.076923077;0;0.230769231;0;0;0;0;0.076923077;0;0.153846154;0.076923077;0.076923077;0.692307692;0.230769231;0.153846154;0.076923077;0;0.076923077;0.076923077;0.076923077;0;0.076923077;0.153846154;0;0.076923077;0.076923077;0;0;0.153846154;0;0.076923077;0.230769231;0;0;0.076923077;0;0;0.384615385;0;0;0;0;0;0;0;0.076923077;0;Indica;0.148148148;0.148148148;0.111111111;0.592592593;0.148148148;0.037037037;0.407407407;0.148148148;0.740740741;0.37037037;0.037037037;0.37037037;0.259259259;0.037037037;0.148148148;0.185185185;0.37037037;0.074074074;0.037037037;Indica;27.2;0;0.1;1.36;0.38;0.12;NA;NA;NA;NA;NA;0.27;NA;0.42;0.13;0.18;0.08;0.97;NA;NA;0.01;0.01;NA;0.17;NA;NA;0.19;NA;NA;NA;NA;NA;0.43
87;larry-og;0;0.013274336;0;0.03539823;0.004424779;0.004424779;0.013274336;0.022123894;0.030973451;0.004424779;0.32300885;0.004424779;0.079646018;0.411504425;0.07079646;0.013274336;0.008849558;0;0.004424779;0.553097345;0.044247788;0.044247788;0;0.017699115;0.03539823;0.030973451;0.004424779;0;0.039823009;0.5;0.004424779;0;0.243362832;0.004424779;0.022123894;0.101769912;0.07079646;0.004424779;0.247787611;0.017699115;0.004424779;0.013274336;0.004424779;0.004424779;0.013274336;0;0;0.14159292;Hybrid;0.106060606;0.199494949;0.22979798;0.464646465;0.27020202;0.234848485;0.570707071;0.277777778;0.722222222;0.252525253;0.199494949;0.148989899;0.482323232;0.04040404;0.075757576;0.186868687;0.338383838;0.053030303;0.032828283;Hybrid;17;0.075;0.075;1.38;0.225;0.0725;NA;NA;NA;NA;NA;0.275;0.08;0.125;0.0575;0.0975;0.055;0.1225;0.0075;NA;NA;0.0025;NA;NA;NA;NA;0.01;NA;NA;NA;NA;NA;0.0275
88;lemon-alien-dawg;0;0;0;0.02173913;0;0;0;0;0;0;0.304347826;0.02173913;0;0.086956522;0;0;0;0;0;0.891304348;0.043478261;0;0;0;0;0;0;0;0;0.043478261;0;0;0.065217391;0;0.02173913;0.065217391;0.043478261;0;0.239130435;0;0;0;0;0;0.02173913;0.02173913;0;0.02173913;Hybrid;0.142857143;0.321428571;0.321428571;0.607142857;0.285714286;0.142857143;0.607142857;0.178571429;0.821428571;0.214285714;0.107142857;0.178571429;0.464285714;0.071428571;0.071428571;0.035714286;0.428571429;0.071428571;0;Hybrid;15.6;0.15;0.12;1.01;0.23;0.11;NA;NA;NA;NA;NA;0.03;NA;0.21;0.05;0.02;0.12;0.08;NA;NA;NA;NA;NA;NA;NA;NA;0.02;NA;NA;NA;NA;NA;NA
89;lemon-g;0.015503876;0;0;0.007751938;0;0;0;0.007751938;0.031007752;0;0.224806202;0;0.007751938;0.11627907;0.023255814;0.023255814;0.023255814;0;0;0.899224806;0;0;0.015503876;0.046511628;0.007751938;0.007751938;0;0;0.023255814;0.031007752;0;0;0.03875969;0;0.007751938;0.054263566;0.046511628;0;0.124031008;0;0.015503876;0;0.031007752;0.031007752;0.023255814;0;0;0.031007752;Sativa;0.104651163;0.313953488;0.244186047;0.511627907;0.244186047;0.290697674;0.465116279;0.162790698;0.546511628;0.069767442;0.151162791;0.23255814;0.558139535;0.069767442;0.034883721;0.244186047;0.290697674;0.023255814;0.046511628;Sativa;10.67;0.055;0.051666667;0.188333333;0.153333333;0.016666667;0.01;0.01;0.2;18.21;NA;0.116666667;0.026666667;0.496666667;0.016666667;0.08;0.01;0.2225;0.005;NA;NA;NA;NA;NA;0.04;NA;0.093333333;0.15;NA;0.003333333;NA;NA;0.07
